ts,uid,id.orig_h,id.orig_p,id.resp_h,id.resp_p,request_type,client,service,success,till,cipher,forwardable,renewable,error_msg
2019-07-19T01:01:22.523056Z,Cay8Zi3PiuAfZLwczb,10.99.99.152,56701,10.99.99.5,88,TGS,HR-WIN7-1$/G.LAB,cifs/CORP-DC.g.lab,true,2037-09-13T02:48:05.000000Z,aes256-cts-hmac-sha1-96,true,true,
2019-07-19T01:04:15.903832Z,CbA19u2ULbzzC9FD23,10.99.99.30,61269,10.99.99.5,88,TGS,HR-WIN7-2$/G.LAB,LDAP/CORP-DC.g.lab/g.lab,true,2037-09-13T02:48:05.000000Z,aes256-cts-hmac-sha1-96,true,true,
2019-07-19T01:04:23.177696Z,CMeDUS39fWdXmWucS2,10.99.99.30,61271,10.99.99.5,88,TGS,HR-WIN7-2$/G.LAB,HR-WIN7-2$,true,2037-09-13T02:48:05.000000Z,aes256-cts-hmac-sha1-96,true,true,
2019-07-19T01:04:23.186568Z,CBGKfk1vswGjMhL0pf,10.99.99.30,61272,10.99.99.5,88,TGS,HR-WIN7-2$/G.LAB,hr-win7-2$@G.LAB,true,2037-09-13T02:48:05.000000Z,aes256-cts-hmac-sha1-96,true,true,
2019-07-19T01:04:23.187697Z,CvNubD2zqnIsXLNCwh,10.99.99.30,61273,10.99.99.5,88,TGS,,hr-win7-2$@G.LAB,false,2019-07-18T18:19:31.000000Z,,true,true,KDC_ERR_BADOPTION
2019-07-19T01:04:23.285809Z,CwJiIZ3X2sz9yI2OLj,10.99.99.30,61276,10.99.99.5,88,TGS,HR-WIN7-2$/G.LAB,cifs/CORP-DC.g.lab,true,2037-09-13T02:48:05.000000Z,aes256-cts-hmac-sha1-96,true,true,
2019-07-19T01:04:23.287229Z,CccHdQ15HqHtWKnP85,10.99.99.30,61277,10.99.99.5,88,TGS,HR-WIN7-2$/G.LAB,krbtgt/G.LAB,true,2037-09-13T02:48:05.000000Z,aes256-cts-hmac-sha1-96,true,true,
2019-07-19T01:05:55.832977Z,C9TFar3Diypa8Fpea2,10.99.99.152,56721,10.99.99.5,88,TGS,HR-WIN7-1$/G.LAB,krbtgt/G.LAB,true,2037-09-13T02:48:05.000000Z,aes256-cts-hmac-sha1-96,false,false,
2019-07-19T01:05:55.834026Z,CMdtjo1ubDrhGEJkmd,10.99.99.152,56722,10.99.99.5,88,TGS,HR-WIN7-1$/G.LAB,krbtgt/G.LAB,true,2037-09-13T02:48:05.000000Z,aes256-cts-hmac-sha1-96,true,true,
2019-07-19T01:07:09.697334Z,C5A2fQ1VHYxonqH1ib,10.99.99.152,56728,10.99.99.5,88,TGS,jdoe/G.LAB,cifs/CORP-DC.g.lab,true,2037-09-13T02:48:05.000000Z,aes256-cts-hmac-sha1-96,true,true,
2019-07-19T01:14:26.885659Z,CIifRH3VQa5rQyT6I,10.99.99.160,2080,10.99.99.5,88,TGS,SUPERSECRETXP$/G.LAB,LDAP/CORP-DC.g.lab,true,2037-09-13T02:48:05.000000Z,rc4-hmac,true,true,
2019-07-19T01:14:26.896136Z,CTshNip0aVE6oIKja,10.99.99.160,2081,10.99.99.5,88,TGS,SUPERSECRETXP$/G.LAB,SUPERSECRETXP$,true,2037-09-13T02:48:05.000000Z,rc4-hmac,true,true,
2019-07-19T01:14:26.904543Z,CkHOKG1iljZMaGSwbb,10.99.99.160,2084,10.99.99.5,88,TGS,SUPERSECRETXP$/G.LAB,ldap/CORP-DC.g.lab/g.lab,true,2037-09-13T02:48:05.000000Z,rc4-hmac,true,true,
2019-07-19T01:17:55.960563Z,CsFLlE4FvUGYDgVyh7,10.99.99.152,56771,10.99.99.5,88,TGS,HR-WIN7-1$/G.LAB,cifs/CORP-DC.g.lab,true,2037-09-13T02:48:05.000000Z,aes256-cts-hmac-sha1-96,true,true,
2019-07-19T01:33:54.458568Z,CbBlwO1NI872BgAga8,10.99.99.152,56839,10.99.99.5,88,TGS,jdoe/G.LAB,LDAP/CORP-DC.g.lab/g.lab,true,2037-09-13T02:48:05.000000Z,aes256-cts-hmac-sha1-96,true,true,
2019-07-19T01:33:57.051691Z,CrpZxY27AdObOMQJjd,10.99.99.152,56841,10.99.99.5,88,TGS,jdoe/G.LAB,ldap/CORP-DC.g.lab,true,2037-09-13T02:48:05.000000Z,aes256-cts-hmac-sha1-96,true,true,
2019-07-19T02:11:20.469678Z,CXTsev2du01Pf06ez4,10.99.99.152,56999,10.99.99.5,88,TGS,HR-WIN7-1$/G.LAB,LDAP/CORP-DC.g.lab/g.lab,true,2037-09-13T02:48:05.000000Z,aes256-cts-hmac-sha1-96,true,true,
2019-07-19T02:11:23.065359Z,CJmMrd3R7bpLGo1T31,10.99.99.152,57001,10.99.99.5,88,TGS,HR-WIN7-1$/G.LAB,HR-WIN7-1$,true,2037-09-13T02:48:05.000000Z,aes256-cts-hmac-sha1-96,true,true,
2019-07-19T02:11:23.074754Z,Ce281Y3ZbWO0H1RsLg,10.99.99.152,57002,10.99.99.5,88,TGS,HR-WIN7-1$/G.LAB,hr-win7-1$@G.LAB,true,2037-09-13T02:48:05.000000Z,aes256-cts-hmac-sha1-96,true,true,
2019-07-19T02:11:23.076053Z,C26MWQ3hdAVjVcEZ01,10.99.99.152,57003,10.99.99.5,88,TGS,,hr-win7-1$@G.LAB,false,2019-07-18T19:26:31.000000Z,,true,true,KDC_ERR_BADOPTION
2019-07-19T02:24:23.255578Z,CgkXqN3re5NiqjXxA8,10.99.99.160,2137,10.99.99.5,88,TGS,,krbtgt/G.LAB,false,2037-09-13T02:48:05.000000Z,,false,false,KRB_AP_ERR_TKT_EXPIRED
2019-07-19T02:24:23.256402Z,C7RoiA4NaNOmZ6kIn8,10.99.99.160,2138,10.99.99.5,88,AS,squirrel/G.LAB,krbtgt/G.LAB,false,2037-09-13T02:48:05.000000Z,,true,true,KRB_ERR_RESPONSE_TOO_BIG
2019-07-19T02:24:23.257433Z,CgrWIn2TTgTruXs2sd,10.99.99.160,2139,10.99.99.5,88,AS,squirrel/G.LAB,krbtgt/G.LAB,true,2037-09-13T02:48:05.000000Z,aes256-cts-hmac-sha1-96,true,true,
2019-07-19T02:24:23.259137Z,CFCT2yDeIGUUSgrtb,10.99.99.160,2140,10.99.99.5,88,TGS,squirrel/G.LAB,LDAP/CORP-DC.g.lab,true,2037-09-13T02:48:05.000000Z,rc4-hmac,true,true,
2019-07-19T02:24:23.260453Z,CBQgap1SnyqQhPVqaa,10.99.99.160,2141,10.99.99.5,88,TGS,squirrel/G.LAB,krbtgt/G.LAB,true,2037-09-13T02:48:05.000000Z,rc4-hmac,true,true,
2019-07-19T02:24:23.372118Z,Cq3sa74XQC3FFXYFji,10.99.99.160,2145,10.99.99.5,88,TGS,squirrel/G.LAB,ldap/CORP-DC.g.lab/g.lab,true,2037-09-13T02:48:05.000000Z,rc4-hmac,true,true,
2019-07-19T02:24:23.385991Z,CHZGI53UDYnbe48SY7,10.99.99.160,2149,10.99.99.5,88,TGS,squirrel/G.LAB,cifs/CORP-DC.g.lab,true,2037-09-13T02:48:05.000000Z,rc4-hmac,true,true,
2019-07-19T02:42:31.378832Z,CSYVbZ3fpklP6UCn95,10.99.99.30,64226,10.99.99.5,88,TGS,HR-WIN7-2$/G.LAB,hr-win7-2$@G.LAB,true,2037-09-13T02:48:05.000000Z,aes256-cts-hmac-sha1-96,true,true,
2019-07-19T02:42:31.380244Z,CJiMlU3twjZqpAGFA5,10.99.99.30,64227,10.99.99.5,88,TGS,,hr-win7-2$@G.LAB,false,2019-07-18T19:57:39.000000Z,,true,true,KDC_ERR_BADOPTION
2019-07-19T03:35:07.042642Z,COqxmm4CdfGW8vZepg,10.99.99.30,63862,10.99.99.5,88,AS,HR-WIN7-2$/G.LAB,krbtgt/G.LAB,false,2037-09-13T02:48:05.000000Z,,true,true,KDC_ERR_PREAUTH_REQUIRED
2019-07-19T03:35:07.043447Z,CmRpZk4BpV8PJL8kal,10.99.99.30,63863,10.99.99.5,88,AS,HR-WIN7-2$/G.LAB,krbtgt/G.LAB,true,2037-09-13T02:48:05.000000Z,aes256-cts-hmac-sha1-96,true,true,
2019-07-19T03:35:07.044616Z,CaQU11tTDbTZDAPC1,10.99.99.30,63864,10.99.99.5,88,TGS,HR-WIN7-2$/G.LAB,hr-win7-2$,true,2037-09-13T02:48:05.000000Z,aes256-cts-hmac-sha1-96,true,true,
2019-07-19T03:35:07.058011Z,CuIu0a2PrqDBVATgIj,10.99.99.30,63865,10.99.99.5,88,TGS,HR-WIN7-2$/G.LAB,hr-win7-2$@G.LAB,true,2037-09-13T02:48:05.000000Z,aes256-cts-hmac-sha1-96,true,true,
2019-07-19T03:35:07.059295Z,CVcbOC3G0QfYVaM4Q2,10.99.99.30,63866,10.99.99.5,88,TGS,,hr-win7-2$@G.LAB,false,2019-07-18T20:50:15.000000Z,,true,true,KDC_ERR_BADOPTION
2019-07-19T03:49:26.696475Z,CqE47R2LxMhgA1MGq8,10.99.99.152,57413,10.99.99.5,88,TGS,HR-WIN7-1$/G.LAB,hr-win7-1$@G.LAB,true,2037-09-13T02:48:05.000000Z,aes256-cts-hmac-sha1-96,true,true,
2019-07-19T03:49:26.697928Z,CYJ4iK2cn1fgHdu44a,10.99.99.152,57414,10.99.99.5,88,TGS,,hr-win7-1$@G.LAB,false,2019-07-18T21:04:34.000000Z,,true,true,KDC_ERR_BADOPTION
2019-07-19T04:14:09.360108Z,CAjSL91Kk0GyrMlDKj,10.99.99.152,57517,10.99.99.5,88,AS,HR-WIN7-1$/G.LAB,krbtgt/G.LAB,false,2037-09-13T02:48:05.000000Z,,true,true,KDC_ERR_PREAUTH_REQUIRED
2019-07-19T04:14:09.360961Z,CsX8NoNQNDg4ZTKZd,10.99.99.152,57518,10.99.99.5,88,AS,HR-WIN7-1$/G.LAB,krbtgt/G.LAB,true,2037-09-13T02:48:05.000000Z,aes256-cts-hmac-sha1-96,true,true,
2019-07-19T04:14:09.362073Z,Cj2JcI1gYZvZ9yWaQi,10.99.99.152,57519,10.99.99.5,88,TGS,HR-WIN7-1$/G.LAB,hr-win7-1$,true,2037-09-13T02:48:05.000000Z,aes256-cts-hmac-sha1-96,true,true,
2019-07-19T04:14:09.368422Z,CHl6NO2Y3b96J2rdti,10.99.99.152,57520,10.99.99.5,88,TGS,HR-WIN7-1$/G.LAB,hr-win7-1$@G.LAB,true,2037-09-13T02:48:05.000000Z,aes256-cts-hmac-sha1-96,true,true,
2019-07-19T04:14:09.369631Z,CTfe6D2xanYcg3jHP9,10.99.99.152,57521,10.99.99.5,88,TGS,,hr-win7-1$@G.LAB,false,2019-07-18T21:29:17.000000Z,,true,true,KDC_ERR_BADOPTION
2019-07-19T04:36:39.455731Z,C9VXzm4y78YY2RN8rg,10.99.99.30,50845,10.99.99.5,88,TGS,HR-WIN7-2$/G.LAB,hr-win7-2$@G.LAB,true,2037-09-13T02:48:05.000000Z,aes256-cts-hmac-sha1-96,true,true,
2019-07-19T04:36:39.457228Z,CDSbr116lUxoGyQRkl,10.99.99.30,50846,10.99.99.5,88,TGS,,hr-win7-2$@G.LAB,false,2019-07-18T21:51:47.000000Z,,true,true,KDC_ERR_BADOPTION
2019-07-19T05:33:30.211204Z,CktCLn1lJKAbwgSK8,10.99.99.152,57862,10.99.99.5,88,TGS,HR-WIN7-1$/G.LAB,hr-win7-1$@G.LAB,true,2037-09-13T02:48:05.000000Z,aes256-cts-hmac-sha1-96,true,true,
2019-07-19T05:33:30.212683Z,C9f2yEwZVGVK60ENa,10.99.99.152,57863,10.99.99.5,88,TGS,,hr-win7-1$@G.LAB,false,2019-07-18T22:48:38.000000Z,,true,true,KDC_ERR_BADOPTION
2019-07-19T06:27:47.852556Z,CyyhqA2A8GgFxhWd2l,10.99.99.30,57046,10.99.99.5,88,TGS,HR-WIN7-2$/G.LAB,hr-win7-2$@G.LAB,true,2037-09-13T02:48:05.000000Z,aes256-cts-hmac-sha1-96,true,true,
2019-07-19T06:27:47.853929Z,CXDm6QlzCJHowblLl,10.99.99.30,57047,10.99.99.5,88,TGS,,hr-win7-2$@G.LAB,false,2019-07-18T23:42:55.000000Z,,true,true,KDC_ERR_BADOPTION
2019-07-19T06:51:10.724527Z,CeVjOy1Ls2eWC1PPMg,10.99.99.27,60390,10.99.99.5,88,AS,RND-WIN10-2$/G.LAB,krbtgt/G.LAB,false,2037-09-13T02:48:05.000000Z,,true,true,KDC_ERR_PREAUTH_REQUIRED
2019-07-19T06:51:10.725695Z,Ccgl4j3CmYYUBoRfdb,10.99.99.27,60391,10.99.99.5,88,AS,RND-WIN10-2$/G.LAB,krbtgt/G.LAB,true,2037-09-13T02:48:05.000000Z,aes256-cts-hmac-sha1-96,true,true,
2019-07-19T06:51:10.727105Z,COPVql3nfOqYyQYj6b,10.99.99.27,60392,10.99.99.5,88,TGS,RND-WIN10-2$/G.LAB,rnd-win10-2$,true,2037-09-13T02:48:05.000000Z,aes256-cts-hmac-sha1-96,true,true,
2019-07-19T06:51:22.278100Z,Co7T2a3gM5IuZrBjOi,10.99.99.29,56802,10.99.99.5,88,AS,RND-WIN10-1$/G.LAB,krbtgt/G.LAB,false,2037-09-13T02:48:05.000000Z,,true,true,KDC_ERR_PREAUTH_REQUIRED
2019-07-19T06:51:22.279311Z,Cdoho11ZgmtMFYYOz9,10.99.99.29,56803,10.99.99.5,88,AS,RND-WIN10-1$/G.LAB,krbtgt/G.LAB,true,2037-09-13T02:48:05.000000Z,aes256-cts-hmac-sha1-96,true,true,
2019-07-19T06:51:22.280799Z,C4GUxrgVj2Y39FlAa,10.99.99.29,56804,10.99.99.5,88,TGS,RND-WIN10-1$/G.LAB,rnd-win10-1$,true,2037-09-13T02:48:05.000000Z,aes256-cts-hmac-sha1-96,true,true,
2019-07-19T07:03:34.024368Z,CN0Xrs3zPI80VVRXq9,10.99.99.152,58243,10.99.99.5,88,TGS,HR-WIN7-1$/G.LAB,hr-win7-1$@G.LAB,true,2037-09-13T02:48:05.000000Z,aes256-cts-hmac-sha1-96,true,true,
2019-07-19T07:03:34.026025Z,Ccq8n43rRPFfMgW0nc,10.99.99.152,58244,10.99.99.5,88,TGS,,hr-win7-1$@G.LAB,false,2019-07-19T00:18:42.000000Z,,true,true,KDC_ERR_BADOPTION
2019-07-19T08:09:55.942696Z,CBW1Fm3faD4XUJVUMe,10.99.99.30,62043,10.99.99.5,88,TGS,HR-WIN7-2$/G.LAB,hr-win7-2$@G.LAB,true,2037-09-13T02:48:05.000000Z,aes256-cts-hmac-sha1-96,true,true,
2019-07-19T08:09:55.944442Z,C2JjcdCCabRRNEgB5,10.99.99.30,62044,10.99.99.5,88,TGS,,hr-win7-2$@G.LAB,false,2019-07-19T01:25:03.000000Z,,true,true,KDC_ERR_BADOPTION
2019-07-19T08:21:01.897447Z,CiLE1W29eTnFnm4Kqa,10.99.99.27,58050,10.99.99.5,88,TGS,RND-WIN10-2$/G.LAB,krbtgt/G.LAB,true,2037-09-13T02:48:05.000000Z,aes256-cts-hmac-sha1-96,false,false,
2019-07-19T08:21:01.899175Z,CZlMF62cnxaHJLUhI5,10.99.99.27,58051,10.99.99.5,88,TGS,RND-WIN10-2$/G.LAB,krbtgt/G.LAB,true,2037-09-13T02:48:05.000000Z,aes256-cts-hmac-sha1-96,true,true,
2019-07-19T08:21:13.879696Z,COPlQm1SVgGXRu3Wu,10.99.99.29,52240,10.99.99.5,88,TGS,RND-WIN10-1$/G.LAB,krbtgt/G.LAB,true,2037-09-13T02:48:05.000000Z,aes256-cts-hmac-sha1-96,false,false,
2019-07-19T08:21:13.881156Z,CZt5SV3QtB3aICJEZe,10.99.99.29,52241,10.99.99.5,88,TGS,RND-WIN10-1$/G.LAB,krbtgt/G.LAB,true,2037-09-13T02:48:05.000000Z,aes256-cts-hmac-sha1-96,true,true,
2019-07-19T08:25:17.467165Z,Cw3Puq1tp07JaMNjMk,10.99.99.27,58091,10.99.99.5,88,TGS,rmole/G.LAB,krbtgt/G.LAB,true,2037-09-13T02:48:05.000000Z,aes256-cts-hmac-sha1-96,false,false,
2019-07-19T08:25:17.468385Z,CIlufn2beCSURXH0Vc,10.99.99.27,58092,10.99.99.5,88,TGS,rmole/G.LAB,krbtgt/G.LAB,true,2037-09-13T02:48:05.000000Z,aes256-cts-hmac-sha1-96,true,true,
2019-07-19T08:28:34.487242Z,Cx9nKN3YQfqAyV8A3k,10.99.99.29,52288,10.99.99.5,88,TGS,jsnake/G.LAB,krbtgt/G.LAB,true,2037-09-13T02:48:05.000000Z,aes256-cts-hmac-sha1-96,false,false,
2019-07-19T08:28:34.488560Z,COFwb3MOTbMs10alh,10.99.99.29,52289,10.99.99.5,88,TGS,jsnake/G.LAB,krbtgt/G.LAB,true,2037-09-13T02:48:05.000000Z,aes256-cts-hmac-sha1-96,true,true,
2019-07-19T08:36:01.781655Z,CZIyCf21wO9vgIt4Wd,10.99.99.27,58184,10.99.99.5,88,TGS,RND-WIN10-2$/G.LAB,krbtgt/G.LAB,true,2037-09-13T02:48:05.000000Z,aes256-cts-hmac-sha1-96,false,false,
2019-07-19T08:36:01.912811Z,CkfL1n2Zdip5rThYTh,10.99.99.27,58186,10.99.99.5,88,TGS,RND-WIN10-2$/G.LAB,cifs/CORP-DC.g.lab,true,2037-09-13T02:48:05.000000Z,aes256-cts-hmac-sha1-96,true,true,
2019-07-19T08:36:13.228667Z,C33xV93kj5CFQqsukg,10.99.99.29,52346,10.99.99.5,88,TGS,RND-WIN10-1$/G.LAB,krbtgt/G.LAB,true,2037-09-13T02:48:05.000000Z,aes256-cts-hmac-sha1-96,false,false,
2019-07-19T08:36:13.890912Z,Ct5riRvolTqDzwgw1,10.99.99.29,52348,10.99.99.5,88,TGS,RND-WIN10-1$/G.LAB,cifs/CORP-DC.g.lab,true,2037-09-13T02:48:05.000000Z,aes256-cts-hmac-sha1-96,true,true,
2019-07-19T08:38:37.419328Z,C4a4rg4i6XCsI9Vaje,10.99.99.152,58651,10.99.99.5,88,TGS,HR-WIN7-1$/G.LAB,hr-win7-1$@G.LAB,true,2037-09-13T02:48:05.000000Z,aes256-cts-hmac-sha1-96,true,true,
2019-07-19T08:38:37.420944Z,CUSDjH2ubK3fVgcMC,10.99.99.152,58652,10.99.99.5,88,TGS,,hr-win7-1$@G.LAB,false,2019-07-19T01:53:45.000000Z,,true,true,KDC_ERR_BADOPTION
2019-07-19T08:38:56.169682Z,Cj2xhG15LkigozJFZ6,10.99.99.160,2363,10.99.99.5,88,TGS,SUPERSECRETXP$/G.LAB,krbtgt/G.LAB,true,2037-09-13T02:48:05.000000Z,aes256-cts-hmac-sha1-96,false,false,
2019-07-19T08:38:56.171128Z,CkMskzR417SHzIoPf,10.99.99.160,2364,10.99.99.5,88,TGS,SUPERSECRETXP$/G.LAB,krbtgt/G.LAB,true,2037-09-13T02:48:05.000000Z,rc4-hmac,true,true,
2019-07-19T08:39:28.564044Z,CLMSBr1EYxLlL8Cmjb,10.99.99.27,58211,10.99.99.5,88,TGS,rmole/G.LAB,cifs/corp-dc,true,2037-09-13T02:48:05.000000Z,aes256-cts-hmac-sha1-96,true,true,
2019-07-19T08:40:58.567028Z,CuBFugSdGa5eVwm2i,10.99.99.29,52393,10.99.99.5,88,TGS,jsnake/G.LAB,cifs/corp-dc,true,2037-09-13T02:48:05.000000Z,aes256-cts-hmac-sha1-96,true,true,
2019-07-19T08:53:56.171390Z,CvUb7r5Jhgl8teiwf,10.99.99.160,2371,10.99.99.5,88,TGS,SUPERSECRETXP$/G.LAB,krbtgt/G.LAB,true,2037-09-13T02:48:05.000000Z,rc4-hmac,true,true,
2019-07-19T08:56:03.001275Z,CtNFRc1pEBclAEb0E1,10.99.99.27,58334,10.99.99.5,88,TGS,RND-WIN10-2$/G.LAB,LDAP/CORP-DC.g.lab/g.lab,true,2037-09-13T02:48:05.000000Z,aes256-cts-hmac-sha1-96,true,true,
2019-07-19T08:56:13.715849Z,C3DH5l1PTYwcLtWUfg,10.99.99.29,52501,10.99.99.5,88,TGS,RND-WIN10-1$/G.LAB,LDAP/CORP-DC.g.lab/g.lab,true,2037-09-13T02:48:05.000000Z,aes256-cts-hmac-sha1-96,true,true,
2019-07-19T09:06:08.646199Z,CocXdLfOvRrCX09P,10.99.99.27,58433,10.99.99.5,88,TGS,RND-WIN10-2$/G.LAB,DNS/corp-dc.g.lab,true,2037-09-13T02:48:05.000000Z,aes256-cts-hmac-sha1-96,true,true,
2019-07-19T09:06:19.681985Z,CgSp5a2mKFlX2lxYYb,10.99.99.29,52585,10.99.99.5,88,TGS,RND-WIN10-1$/G.LAB,DNS/corp-dc.g.lab,true,2037-09-13T02:48:05.000000Z,aes256-cts-hmac-sha1-96,true,true,
2019-07-19T09:08:56.170335Z,CO1jYg42YrfabV2fXe,10.99.99.160,2378,10.99.99.5,88,TGS,SUPERSECRETXP$/G.LAB,krbtgt/G.LAB,true,2037-09-13T02:48:05.000000Z,rc4-hmac,true,true,
2019-07-19T09:09:05.499006Z,CHzQ4S2blQ6biEwtl6,10.99.99.27,62933,10.99.99.5,88,TGS,RND-WIN10-2$/G.LAB,RND-WIN10-2$,true,2037-09-13T02:48:05.000000Z,aes256-cts-hmac-sha1-96,true,true,
2019-07-19T09:09:05.817607Z,CptJiM3oZdCfwzOswi,10.99.99.27,62936,10.99.99.5,88,TGS,RND-WIN10-2$/G.LAB,cifs/CORP-DC.g.lab/g.lab,true,2037-09-13T02:48:05.000000Z,aes256-cts-hmac-sha1-96,true,true,
2019-07-19T09:09:05.819502Z,CXIcZS3VcrMLBomvh8,10.99.99.27,62937,10.99.99.5,88,TGS,RND-WIN10-2$/G.LAB,krbtgt/G.LAB,true,2037-09-13T02:48:05.000000Z,aes256-cts-hmac-sha1-96,true,true,
2019-07-19T09:09:05.907706Z,CGbri4Gmu41lVsPod,10.99.99.27,62939,10.99.99.5,88,TGS,RND-WIN10-2$/G.LAB,ldap/CORP-DC.g.lab,true,2037-09-13T02:48:05.000000Z,aes256-cts-hmac-sha1-96,true,true,
2019-07-19T09:09:39.809702Z,CZVr9z1uh0PTWTqU1,10.99.99.27,62945,10.99.99.5,88,TGS,rmole/G.LAB,LDAP/CORP-DC.g.lab/g.lab,true,2037-09-13T02:48:05.000000Z,aes256-cts-hmac-sha1-96,true,true,
2019-07-19T09:09:40.441123Z,CCFau63KkQVZHybqw7,10.99.99.27,62949,10.99.99.5,88,TGS,rmole/G.LAB,cifs/CORP-DC.g.lab/g.lab,true,2037-09-13T02:48:05.000000Z,aes256-cts-hmac-sha1-96,true,true,
